Fecha;País;Competidor;Descriptor;TM;Precio CIF ($/TM);PPTO Precio CIF ($/TM)
28/02/19;HN;Rafem;Maíz;1154.6800;219.0000;
31/03/19;HN;Rafem;Maíz;859.8900;219.0000;
30/04/19;HN;Rafem;Maíz;2880.0000;215.4700;
31/05/19;HN;Rafem;Maíz;3356.4100;217.0000;
30/06/19;HN;Rafem;Maíz;;;
31/07/19;HN;Rafem;Maíz;1852.6400;227.5800;
31/08/19;HN;Rafem;Maíz; ;;
30/09/19;HN;Rafem;Maíz;4019.7900;219.0000;
31/10/19;HN;Rafem;Maíz;2061.6600;219.0000;
30/11/19;HN;Rafem;Maíz;;;
31/12/19;HN;Rafem;Maíz;2430.5400;219.0000;
31/01/20;HN;Rafem;Maíz;;;
28/02/20;HN;Rafem;Maíz;1962.0000;204.1100;
31/03/20;HN;Rafem;Maíz;;;
30/04/20;HN;Rafem;Maíz;3500.0000;219.1300;
31/05/20;HN;Rafem;Maíz;;;
30/06/20;HN;Rafem;Maíz;;;
31/07/20;HN;Rafem;Maíz;;;
31/08/20;HN;Rafem;Maíz;;;
30/09/20;HN;Rafem;Maíz;;;
31/10/20;HN;Rafem;Maíz;;;
30/11/20;HN;Rafem;Maíz;;;
31/12/20;HN;Rafem;Maíz;;;
31/01/19;HN;Cortijo;Maíz;;;
28/02/19;HN;Cortijo;Maíz;1210.0000;211.8400;
31/03/19;HN;Cortijo;Maíz;1210.0000;211.3300;
30/04/19;HN;Cortijo;Maíz;;;
31/05/19;HN;Cortijo;Maíz;2310.0000;206.5100;
30/06/19;HN;Cortijo;Maíz;1540.0000;246.8900;
31/07/19;HN;Cortijo;Maíz;;;
31/08/19;HN;Cortijo;Maíz;1705.0000;221.3400;
30/09/19;HN;Cortijo;Maíz;880.0000;225.3800;
31/10/19;HN;Cortijo;Maíz;3492.5000;218.2600;
30/11/19;HN;Cortijo;Maíz;;;
31/12/19;HN;Cortijo;Maíz;1100.0000;218.6900;
31/01/20;HN;Cortijo;Maíz;;;
28/02/20;HN;Cortijo;Maíz;1430.0000;213.8900;
31/03/20;HN;Cortijo;Maíz;;;
30/04/20;HN;Cortijo;Maíz;418.0000;198.7600;
31/05/20;HN;Cortijo;Maíz;1540.0000;197.1600;
30/06/20;HN;Cortijo;Maíz;1650.0000;204.3300;
31/07/20;HN;Cortijo;Maíz;;;
31/08/20;HN;Cortijo;Maíz;;;
30/09/20;HN;Cortijo;Maíz;;;
31/10/20;HN;Cortijo;Maíz;;;
30/11/20;HN;Cortijo;Maíz;;;
31/12/20;HN;Cortijo;Maíz;;;
31/01/19;HN;ADM HN;Maíz;;;
28/02/19;HN;ADM HN;Maíz;1623.3800;211.8500;
31/03/19;HN;ADM HN;Maíz;;;
30/04/19;HN;ADM HN;Maíz;;;
31/05/19;HN;ADM HN;Maíz;;;
30/06/19;HN;ADM HN;Maíz;;;
31/07/19;HN;ADM HN;Maíz;;;
31/08/19;HN;ADM HN;Maíz;;;
30/09/19;HN;ADM HN;Maíz;;;
31/10/19;HN;ADM HN;Maíz;;;
30/11/19;HN;ADM HN;Maíz;4350.3900;206.5500;
31/12/19;HN;ADM HN;Maíz;;;
31/01/20;HN;ADM HN;Maíz;8250.0000;205.1500;
28/02/20;HN;ADM HN;Maíz;;;
31/03/20;HN;ADM HN;Maíz;7488.8000;216.6500;
30/04/20;HN;ADM HN;Maíz;7157.0000;186.0900;
31/05/20;HN;ADM HN;Maíz;7150.0000;190.9200;
30/06/20;HN;ADM HN;Maíz;;;
31/07/20;HN;ADM HN;Maíz;7150.0000;189.5698;
31/08/20;HN;ADM HN;Maíz;;;
30/09/20;HN;ADM HN;Maíz;;;
31/10/20;HN;ADM HN;Maíz;;;
30/11/20;HN;ADM HN;Maíz;;;
31/12/20;HN;ADM HN;Maíz;;;
31/01/19;HN;Cargill;Soya;9130.0000;360.4685;
28/02/19;HN;Cargill;Soya;8580.0000;375.1100;
31/03/19;HN;Cargill;Soya;9920.0000;373.5700;
30/04/19;HN;Cargill;Soya;15950.0000;373.1500;
31/05/19;HN;Cargill;Soya;10471.6360;328.0200;
30/06/19;HN;Cargill;Soya;10780.0000;361.8600;
31/07/19;HN;Cargill;Soya;10160.2000;364.0700;
31/08/19;HN;Cargill;Soya;9910.0000;370.2300;
30/09/19;HN;Cargill;Soya;9356.2500;368.9900;
31/10/19;HN;Cargill;Soya;8809.2570;377.9100;
30/11/19;HN;Cargill;Soya;14300.0000;376.9800;
31/12/19;HN;Cargill;Soya;11120.0000;359.7600;
31/01/20;HN;Cargill;Soya;9900.0000;373.2600;
28/02/20;HN;Cargill;Soya;5500.0000;370.7200;
31/03/20;HN;Cargill;Soya;7700.0000;359.1200;
30/04/20;HN;Cargill;Soya;10175.0000;365.0400;
31/05/20;HN;Cargill;Soya;11550.0000;360.0500;
30/06/20;HN;Cargill;Soya;;;
31/07/20;HN;Cargill;Soya;4016.2500;339.5782;
31/08/20;HN;Cargill;Soya;;;
30/09/20;HN;Cargill;Soya;;;
31/10/20;HN;Cargill;Soya;;;
30/11/20;HN;Cargill;Soya;;;
31/12/20;HN;Cargill;Soya;;;
31/01/19;HN;IPHON;Soya;6659.0000;412.8000;
28/02/19;HN;IPHON;Soya;6700.0000;384.9900;
31/03/19;HN;IPHON;Soya;7381.0000;387.6900;
30/04/19;HN;IPHON;Soya;5600.0000;375.9400;
31/05/19;HN;IPHON;Soya;5750.0000;370.9600;
30/06/19;HN;IPHON;Soya;6250.0000;349.6500;
31/07/19;HN;IPHON;Soya;6150.0000;358.9500;
31/08/19;HN;IPHON;Soya;5900.0000;358.3000;
30/09/19;HN;IPHON;Soya;6100.0000;357.3600;
31/10/19;HN;IPHON;Soya;6400.0000;348.1300;
30/11/19;HN;IPHON;Soya;6100.0000;360.2700;
31/12/19;HN;IPHON;Soya;5900.0000;372.0600;
31/01/20;HN;IPHON;Soya;5800.0000;375.1230;369.0900
28/02/20;HN;IPHON;Soya;5722.0000;374.2202;375.7700
31/03/20;HN;IPHON;Soya;5450.0000;371.2990;377.9800
30/04/20;HN;IPHON;Soya;6200.0000;376.9924;385.1700
31/05/20;HN;IPHON;Soya;6000.0000;374.7106;399.2800
30/06/20;HN;IPHON;Soya;6200.0000;365.4898;410.0900
31/07/20;HN;IPHON;Soya;5000.0000;376.5402;411.6300
31/08/20;HN;IPHON;Soya;;372.3717;404.3400
30/09/20;HN;IPHON;Soya;;378.7762;404.3400
31/10/20;HN;IPHON;Soya;;367.4243;397.3400
30/11/20;HN;IPHON;Soya;;382.4929;382.6100
31/12/20;HN;IPHON;Soya;;386.8250;387.6800
31/01/19;HN;Aviconsa;Soya;660.0000;369.6000;
28/02/19;HN;Aviconsa;Soya;660.0000;369.0000;
31/03/19;HN;Aviconsa;Soya;660.0000;393.3700;
30/04/19;HN;Aviconsa;Soya;;;
31/05/19;HN;Aviconsa;Soya;;;
30/06/19;HN;Aviconsa;Soya;;;
31/07/19;HN;Aviconsa;Soya;;;
31/08/19;HN;Aviconsa;Soya;;;
30/09/19;HN;Aviconsa;Soya;660.0000;369.0000;
31/10/19;HN;Aviconsa;Soya;;;
30/11/19;HN;Aviconsa;Soya;;;
31/12/19;HN;Aviconsa;Soya;;;
31/01/20;HN;Aviconsa;Soya;880.0000;389.1800;
28/02/20;HN;Aviconsa;Soya;1780.0000;372.3800;
31/03/20;HN;Aviconsa;Soya;880.0000;375.8300;
30/04/20;HN;Aviconsa;Soya;;;
31/05/20;HN;Aviconsa;Soya;;;
30/06/20;HN;Aviconsa;Soya;;;
31/07/20;HN;Aviconsa;Soya;770.0000;374.9200;
31/08/20;HN;Aviconsa;Soya;;;
30/09/20;HN;Aviconsa;Soya;;;
31/10/20;HN;Aviconsa;Soya;;;
30/11/20;HN;Aviconsa;Soya;;;
31/12/20;HN;Aviconsa;Soya;;;
31/01/19;HN;Rafem;Soya;;;
28/02/19;HN;Rafem;Soya;;;
31/03/19;HN;Rafem;Soya;;;
30/04/19;HN;Rafem;Soya;;;
31/05/19;HN;Rafem;Soya;;;
30/06/19;HN;Rafem;Soya;1100.0000;369.8900;
31/07/19;HN;Rafem;Soya;1750.0000;369.0000;
31/08/19;HN;Rafem;Soya;1650.0000;373.7400;
30/09/19;HN;Rafem;Soya;1100.0000;369.0000;
31/10/19;HN;Rafem;Soya;;;
30/11/19;HN;Rafem;Soya;1760.0000;370.0000;
31/12/19;HN;Rafem;Soya;1320.0000;369.0000;
31/01/20;HN;Rafem;Soya;1200.0000;361.9900;
28/02/20;HN;Rafem;Soya;1200.0000;368.5200;
31/03/20;HN;Rafem;Soya;;;
30/04/20;HN;Rafem;Soya;1319.9400;378.9200;
31/05/20;HN;Rafem;Soya;;;
30/06/20;HN;Rafem;Soya;;;
31/07/20;HN;Rafem;Soya;1319.9950;363.3000;
31/08/20;HN;Rafem;Soya;;;
30/09/20;HN;Rafem;Soya;;;
31/10/20;HN;Rafem;Soya;;;
30/11/20;HN;Rafem;Soya;;;
31/12/20;HN;Rafem;Soya;;;
31/01/19;HN;Cortijo;Soya;;;
28/02/19;HN;Cortijo;Soya;800.8000;387.6900;
31/03/19;HN;Cortijo;Soya;1447.6000;384.0600;
30/04/19;HN;Cortijo;Soya;;;
31/05/19;HN;Cortijo;Soya;400.0000;385.9700;
30/06/19;HN;Cortijo;Soya;605.0000;377.5100;
31/07/19;HN;Cortijo;Soya;;;
31/08/19;HN;Cortijo;Soya;1147.3000;376.5400;
30/09/19;HN;Cortijo;Soya;1001.0000;385.2600;
31/10/19;HN;Cortijo;Soya;;;
30/11/19;HN;Cortijo;Soya;1485.0000;379.6000;
31/12/19;HN;Cortijo;Soya;990.0000;386.0000;
31/01/20;HN;Cortijo;Soya;;;
28/02/20;HN;Cortijo;Soya;990.0000;372.0000;
31/03/20;HN;Cortijo;Soya;;;
30/04/20;HN;Cortijo;Soya;;;
31/05/20;HN;Cortijo;Soya;1430.0000;370.5700;
30/06/20;HN;Cortijo;Soya;1210.0000;345.1500;
31/07/20;HN;Cortijo;Soya;;;
31/08/20;HN;Cortijo;Soya;;;
30/09/20;HN;Cortijo;Soya;;;
31/10/20;HN;Cortijo;Soya;;;
30/11/20;HN;Cortijo;Soya;;;
31/12/20;HN;Cortijo;Soya;;;
31/01/19;HN;ADM HN;Soya;;;
28/02/19;HN;ADM HN;Soya;3802.7000;425.7700;
31/03/19;HN;ADM HN;Soya;1801.8000;380.2500;
30/04/19;HN;ADM HN;Soya;2200.0000;377.1500;
31/05/19;HN;ADM HN;Soya;4400.0000;374.5700;
30/06/19;HN;ADM HN;Soya;2200.0000;376.6100;
31/07/19;HN;ADM HN;Soya;;;
31/08/19;HN;ADM HN;Soya;10203.2000;380.6100;
30/09/19;HN;ADM HN;Soya;2750.0000;373.3600;
31/10/19;HN;ADM HN;Soya;2750.0000;370.7900;
30/11/19;HN;ADM HN;Soya;8830.0000;379.0000;
31/12/19;HN;ADM HN;Soya;256.9100;358.0400;
31/01/20;HN;ADM HN;Soya;4400.0000;377.2700;
28/02/20;HN;ADM HN;Soya;6380.0000;377.2700;
31/03/20;HN;ADM HN;Soya;5690.3000;374.5300;
30/04/20;HN;ADM HN;Soya;9016.0000;367.1700;
31/05/20;HN;ADM HN;Soya;550.0000;374.1500;
30/06/20;HN;ADM HN;Soya;2750.0000;376.1800;
31/07/20;HN;ADM HN;Soya;2750.0000;372.1198;
31/08/20;HN;ADM HN;Soya;;;
30/09/20;HN;ADM HN;Soya;;;
31/10/20;HN;ADM HN;Soya;;;
30/11/20;HN;ADM HN;Soya;;;
31/12/20;HN;ADM HN;Soya;;;
31/01/14;CR;IPCR;Maíz;4747.1190;225.0990;
28/02/14;CR;IPCR;Maíz;4832.0000;224.2704;
31/03/14;CR;IPCR;Maíz;4319.0000;221.4716;
30/04/14;CR;IPCR;Maíz;4688.1900;238.7735;
31/05/14;CR;IPCR;Maíz;4505.0000;250.8178;
30/06/14;CR;IPCR;Maíz;2413.0000;258.0400;
31/07/14;CR;IPCR;Maíz;3978.0000;257.8373;
31/08/14;CR;IPCR;Maíz;4720.1980;239.0150;
30/09/14;CR;IPCR;Maíz;4238.7400;226.6745;
31/10/14;CR;IPCR;Maíz;1524.0000;242.5500;
30/11/14;CR;IPCR;Maíz;3905.0000;230.3593;
31/12/14;CR;IPCR;Maíz;4857.8700;228.5976;
31/01/14;CR;Pipasa;Maíz;0.0000;0.0000;
28/02/14;CR;Pipasa;Maíz;12150.1600;217.4373;
31/03/14;CR;Pipasa;Maíz;12890.1610;220.4469;
30/04/14;CR;Pipasa;Maíz;13803.0000;244.6516;
31/05/14;CR;Pipasa;Maíz;14377.3580;260.1825;
30/06/14;CR;Pipasa;Maíz;26722.2960;254.3064;
31/07/14;CR;Pipasa;Maíz;;;
31/08/14;CR;Pipasa;Maíz;10780.0740;227.6140;
30/09/14;CR;Pipasa;Maíz;7503.0000;226.1464;
31/10/14;CR;Pipasa;Maíz;10809.0000;206.9166;
30/11/14;CR;Pipasa;Maíz;11637.0000;204.6007;
31/12/14;CR;Pipasa;Maíz;23890.0000;210.7357;
31/01/14;CR;Dos Pinos;Maíz;0.0000;0.0000;
28/02/14;CR;Dos Pinos;Maíz;7782.6330;274.7048;
31/03/14;CR;Dos Pinos;Maíz;20038.9760;245.6063;
30/04/14;CR;Dos Pinos;Maíz;14268.4340;252.1862;
31/05/14;CR;Dos Pinos;Maíz;11280.5410;257.9665;
30/06/14;CR;Dos Pinos;Maíz;10856.6100;242.3023;
31/07/14;CR;Dos Pinos;Maíz;10702.5600;228.2520;
31/08/14;CR;Dos Pinos;Maíz;9065.5640;213.2641;
30/09/14;CR;Dos Pinos;Maíz;10138.2550;211.5122;
31/10/14;CR;Dos Pinos;Maíz;15558.7280;238.1434;
30/11/14;CR;Dos Pinos;Maíz;10045.5520;236.4639;
31/12/14;CR;Dos Pinos;Maíz;19382.7670;225.1087;
31/01/15;CR;IPCR;Maíz;2419.3000;215.9227;
28/02/15;CR;IPCR;Maíz;4201.7600;;
31/03/15;CR;IPCR;Maíz;3303.2700;214.9400;
30/04/15;CR;IPCR;Maíz;3278.1400;217.8159;
31/05/15;CR;IPCR;Maíz;1016.0000;199.0000;
30/06/15;CR;IPCR;Maíz;4829.0000;197.5500;
31/07/15;CR;IPCR;Maíz;4440.0000;202.5800;
31/08/15;CR;IPCR;Maíz;3697.0000;203.2358;
30/09/15;CR;IPCR;Maíz;3556.0000;188.5000;
31/10/15;CR;IPCR;Maíz;2152.0000;183.5000;
30/11/15;CR;IPCR;Maíz;3149.0000;198.0300;
31/12/15;CR;IPCR;Maíz;2493.0700;185.8100;
31/01/15;CR;Pipasa;Maíz;;;
28/02/15;CR;Pipasa;Maíz;12041.0000;224.5500;
31/03/15;CR;Pipasa;Maíz;24633.2900;204.0200;
30/04/15;CR;Pipasa;Maíz;;;
31/05/15;CR;Pipasa;Maíz;27494.0000;197.5107;
30/06/15;CR;Pipasa;Maíz;12330.0000;199.4220;
31/07/15;CR;Pipasa;Maíz;11164.0000;189.6200;
31/08/15;CR;Pipasa;Maíz;16144.0000;204.7069;
30/09/15;CR;Pipasa;Maíz;26404.0000;203.6619;
31/10/15;CR;Pipasa;Maíz;;;
30/11/15;CR;Pipasa;Maíz;13200.9000;183.0000;
31/12/15;CR;Pipasa;Maíz;13199.0000;190.0000;
31/01/15;CR;Dos Pinos;Maíz;11827.7400;219.0261;
28/02/15;CR;Dos Pinos;Maíz;9529.1700;219.1500;
31/03/15;CR;Dos Pinos;Maíz;10453.9500;220.2400;
30/04/15;CR;Dos Pinos;Maíz;10718.6000;216.6400;
31/05/15;CR;Dos Pinos;Maíz;21861.6820;199.1870;
30/06/15;CR;Dos Pinos;Maíz;11022.8540;223.0704;
31/07/15;CR;Dos Pinos;Maíz;10837.3300;190.9500;
31/08/15;CR;Dos Pinos;Maíz;9259.0290;198.1755;
30/09/15;CR;Dos Pinos;Maíz;12095.4900;202.9351;
31/10/15;CR;Dos Pinos;Maíz;23470.9800;196.6700;
30/11/15;CR;Dos Pinos;Maíz;0.0000;0.0000;
31/12/15;CR;Dos Pinos;Maíz;0.0000;0.0000;
31/01/16;CR;IPCR;Maíz;2224.0000;189.3039;
28/02/16;CR;IPCR;Maíz;2650.0000;190.8968;
31/03/16;CR;IPCR;Maíz;3186.0000;195.0580;
30/04/16;CR;IPCR;Maíz;3313.0000;196.8800;
31/05/16;CR;IPCR;Maíz;2540.0000;192.1145;
30/06/16;CR;IPCR;Maíz;3270.0000;208.3368;
31/07/16;CR;IPCR;Maíz;2520.0000;201.3200;
31/08/16;CR;IPCR;Maíz;3745.0000;192.8200;
30/09/16;CR;IPCR;Maíz;3986.0000;176.1600;
31/10/16;CR;IPCR;Maíz;4059.0000;178.1800;
30/11/16;CR;IPCR;Maíz;2916.0000;192.0000;
31/12/16;CR;IPCR;Maíz;5637.0000;198.0200;
31/01/16;CR;Pipasa;Maíz;19638.8900;180.0000;
28/02/16;CR;Pipasa;Maíz;0.0000;0.0000;
31/03/16;CR;Pipasa;Maíz;11000.0000;183.0000;
30/04/16;CR;Pipasa;Maíz;11487.3000;180.0000;
31/05/16;CR;Pipasa;Maíz;19250.0000;185.0000;
30/06/16;CR;Pipasa;Maíz;16141.0000;190.6760;
31/07/16;CR;Pipasa;Maíz;14500.0000;192.0000;
31/08/16;CR;Pipasa;Maíz;15204.0000;185.0000;
30/09/16;CR;Pipasa;Maíz;14226.0000;186.4500;
31/10/16;CR;Pipasa;Maíz;11197.0000;186.8300;
30/11/16;CR;Pipasa;Maíz;15212.3500;190.0000;
31/12/16;CR;Pipasa;Maíz;12462.0000;190.0000;
31/01/16;CR;Dos Pinos;Maíz;25986.4400;191.4400;
28/02/16;CR;Dos Pinos;Maíz;11382.9300;192.2700;
31/03/16;CR;Dos Pinos;Maíz;12428.1500;199.2900;
30/04/16;CR;Dos Pinos;Maíz;21384.5000;195.8900;
31/05/16;CR;Dos Pinos;Maíz;10709.5400;191.7300;
30/06/16;CR;Dos Pinos;Maíz;8709.9000;195.9277;
31/07/16;CR;Dos Pinos;Maíz;10160.0000;192.9400;
31/08/16;CR;Dos Pinos;Maíz;7862.0000;183.2500;
30/09/16;CR;Dos Pinos;Maíz;19102.4900;184.2100;
31/10/16;CR;Dos Pinos;Maíz;10160.7100;182.6600;
30/11/16;CR;Dos Pinos;Maíz;13492.9000;207.4200;
31/12/16;CR;Dos Pinos;Maíz;11996.3400;198.9700;
31/01/17;CR;IPCR;Maíz;2286.0000;198.5500;
28/02/17;CR;IPCR;Maíz;4575.0000;194.6300;
31/03/17;CR;IPCR;Maíz;3778.0000;191.5900;
30/04/17;CR;IPCR;Maíz;4243.0000;191.9000;
31/05/17;CR;IPCR;Maíz;4505.0000;187.5400;
30/06/17;CR;IPCR;Maíz;5478.0000;186.8400;
31/07/17;CR;IPCR;Maíz;3516.0000;189.2800;
31/08/17;CR;IPCR;Maíz;5494.0000;186.5700;
30/09/17;CR;IPCR;Maíz;4986.0000;188.6389;
31/10/17;CR;IPCR;Maíz;7970.0000;191.9800;
30/11/17;CR;IPCR;Maíz;1270.0000;187.9800;
31/12/17;CR;IPCR;Maíz;3551.0000;183.8000;
31/01/17;CR;Pipasa;Maíz;16846.8710;190.0000;
28/02/17;CR;Pipasa;Maíz;7136.9500;210.0000;
31/03/17;CR;Pipasa;Maíz;9541.9000;190.0000;
30/04/17;CR;Pipasa;Maíz;8200.0000;190.0000;
31/05/17;CR;Pipasa;Maíz;10229.0000;184.0000;
30/06/17;CR;Pipasa;Maíz;10801.0000;189.0000;
31/07/17;CR;Pipasa;Maíz;11120.0000;193.0000;
31/08/17;CR;Pipasa;Maíz;24627.0000;179.8000;
30/09/17;CR;Pipasa;Maíz;12786.0000;170.0000;
31/10/17;CR;Pipasa;Maíz;;;
30/11/17;CR;Pipasa;Maíz;29589.8500;170.0000;
31/12/17;CR;Pipasa;Maíz;;;
31/01/17;CR;Dos Pinos;Maíz;8733.0950;199.4400;
28/02/17;CR;Dos Pinos;Maíz;10656.4800;190.8800;
31/03/17;CR;Dos Pinos;Maíz;9306.3510;199.1600;
30/04/17;CR;Dos Pinos;Maíz;11312.4100;188.4500;
31/05/17;CR;Dos Pinos;Maíz;24678.6400;184.8400;
30/06/17;CR;Dos Pinos;Maíz;11588.8700;189.6400;
31/07/17;CR;Dos Pinos;Maíz;10541.8300;186.8600;
31/08/17;CR;Dos Pinos;Maíz;22931.0000;188.0500;
30/09/17;CR;Dos Pinos;Maíz;12014.6900;164.3200;
31/10/17;CR;Dos Pinos;Maíz;10897.3030;183.4700;
30/11/17;CR;Dos Pinos;Maíz;12573.8720;191.7300;
31/12/17;CR;Dos Pinos;Maíz;9885.3700;182.8200;
31/01/17;CR;Graco;Maíz;17978.4460;190.2600;
28/02/17;CR;Graco;Maíz;;;
31/03/17;CR;Graco;Maíz;20145.8360;189.7500;
30/04/17;CR;Graco;Maíz;22308.8500;192.1000;
31/05/17;CR;Graco;Maíz;18390.1120;188.5100;
30/06/17;CR;Graco;Maíz;20718.8420;188.4100;
31/07/17;CR;Graco;Maíz;16820.9300;185.7200;
31/08/17;CR;Graco;Maíz;18017.1100;188.0800;
30/09/17;CR;Graco;Maíz;15704.0000;193.2400;
31/10/17;CR;Graco;Maíz;14674.2270;185.7800;
30/11/17;CR;Graco;Maíz;2794.0000;179.9950;
31/12/17;CR;Graco;Maíz;14441.1500;183.9400;
31/01/17;CR;Surco;Maíz;15749.2400;202.0000;
28/02/17;CR;Surco;Maíz;16804.4600;193.6200;
31/03/17;CR;Surco;Maíz;14479.1400;194.4200;
30/04/17;CR;Surco;Maíz;16369.7200;189.4600;
31/05/17;CR;Surco;Maíz;29974.3600;185.3300;
30/06/17;CR;Surco;Maíz;16894.6300;187.5400;
31/07/17;CR;Surco;Maíz;16097.0000;188.1600;
31/08/17;CR;Surco;Maíz;36234.0000;186.6100;
30/09/17;CR;Surco;Maíz;17183.0000;187.4200;
31/10/17;CR;Surco;Maíz;17044.5000;187.1900;
30/11/17;CR;Surco;Maíz;17044.5830;193.5200;
31/12/17;CR;Surco;Maíz;16475.6100;184.9200;
31/01/17;CR;Ternerina;Maíz;0.0000;0.0000;
28/02/17;CR;Ternerina;Maíz;2975.6900;196.6200;
31/03/17;CR;Ternerina;Maíz;1628.6100;199.2800;
30/04/17;CR;Ternerina;Maíz;1905.1500;187.3500;
31/05/17;CR;Ternerina;Maíz;1032.0000;188.9700;
30/06/17;CR;Ternerina;Maíz;3442.7800;186.8500;
31/07/17;CR;Ternerina;Maíz;2418.3700;189.2000;
31/08/17;CR;Ternerina;Maíz;3860.0000;190.2500;
30/09/17;CR;Ternerina;Maíz;838.0000;182.7400;
31/10/17;CR;Ternerina;Maíz;1257.0000;182.3900;
30/11/17;CR;Ternerina;Maíz;838.2500;201.8100;
31/12/17;CR;Ternerina;Maíz;1713.4600;180.7900;
31/01/17;CR;IPCR;Soya;1179.3500;407.0100;
28/02/17;CR;IPCR;Soya;816.4800;396.4800;
31/01/17;CR;Graco;Soya;4805.3300;394.0800;
31/03/17;CR;IPCR;Soya;1723.6700;391.8700;
30/04/17;CR;Graco;Soya;5423.7100;385.3700;
30/04/17;CR;IPCR;Soya;3084.4600;378.9600;
31/03/17;CR;Graco;Soya;5100.0000;394.8200;
31/05/17;CR;IPCR;Soya;997.9100;372.4600;
31/05/17;CR;Graco;Soya;4000.0200;393.9800;
30/06/17;CR;Grupo RZ;Soya;842.0000;365.0000;
31/07/17;CR;Grupo RZ;Soya;;;
31/08/17;CR;Grupo RZ;Soya;;;
30/09/17;CR;Grupo RZ;Soya;;;
31/10/17;CR;Grupo RZ;Soya;;;
30/11/17;CR;Grupo RZ;Soya;;;
31/12/17;CR;Grupo RZ;Soya;;;
30/06/17;CR;IPCR;Soya;907.2000;367.7100;
31/07/17;CR;IPCR;Soya;907.1900;394.5500;
31/07/17;CR;Graco;Soya;4049.6900;367.2000;
31/08/17;CR;IPCR;Soya;907.1900;396.7500;
31/08/17;CR;Graco;Soya;4600.2400;381.7900;
30/09/17;CR;Graco;Soya;;;
31/10/17;CR;Graco;Soya;;;
30/11/17;CR;Graco;Soya;;;
31/12/17;CR;Graco;Soya;4803.8200;362.5500;
30/09/17;CR;IPCR;Soya;725.4600;395.5500;
31/10/17;CR;IPCR;Soya;725.7600;383.8700;
30/11/17;CR;IPCR;Soya;;378.0300;
31/12/17;CR;IPCR;Soya;;394.7900;
31/12/16;ES;IPES;Soya;5799.6500;406.9803;
31/12/17;CR;Pipasa;Soya;4193.0000;389.0000;
31/12/17;CR;Biomar;Soya;1030.1200;367.6900;
31/12/17;CR;ADM CR;Soya;2687.4800;380.0000;
31/01/18;CR;IPCR;Maíz;4959.0000;183.5600;
28/02/18;CR;IPCR;Maíz;5541.0000;192.9072;
31/03/18;CR;IPCR;Maíz;4689.0000;188.0357;
30/04/18;CR;IPCR;Maíz;5089.0000;188.6100;
31/05/18;CR;IPCR;Maíz;5457.0000;188.3000;
30/06/18;CR;IPCR;Maíz;5627.0000;220.7400;
31/07/18;CR;IPCR;Maíz;6427.0000;221.3300;
31/08/18;CR;IPCR;Maíz;3381.0000;209.2480;
30/09/18;CR;IPCR;Maíz;7594.0000;200.2609;
31/10/18;CR;IPCR;Maíz;2251.0000;202.9721;
30/11/18;CR;IPCR;Maíz;5632.0000;207.3056;
31/12/18;CR;IPCR;Maíz;4651.0000;197.6033;
31/01/18;CR;Dos Pinos;Maíz;10847.2600;183.1900;
28/02/18;CR;Dos Pinos;Maíz;7746.5120;190.9400;
31/03/18;CR;Dos Pinos;Maíz;6841.8200;193.0700;
30/04/18;CR;Dos Pinos;Maíz;20356.0000;185.8000;
31/05/18;CR;Dos Pinos;Maíz;;;
30/06/18;CR;Dos Pinos;Maíz;9531.4000;200.7700;
31/07/18;CR;Dos Pinos;Maíz;13336.0500;189.5300;
31/08/18;CR;Dos Pinos;Maíz;7339.0000;192.4600;
30/09/18;CR;Dos Pinos;Maíz;8417.0000;194.4800;
31/10/18;CR;Dos Pinos;Maíz;7683.0000;196.9100;
30/11/18;CR;Dos Pinos;Maíz;11595.8600;188.8700;
31/12/18;CR;Dos Pinos;Maíz;11474.6960;190.0900;
31/01/18;CR;Graco;Maíz;15641.2600;184.9400;
28/02/18;CR;Graco;Maíz;;;
31/03/18;CR;Graco;Maíz;18070.7930;189.8100;
30/04/18;CR;Graco;Maíz;19342.0000;188.4200;
31/05/18;CR;Graco;Maíz;19463.0000;189.8300;
30/06/18;CR;Graco;Maíz;;;
31/07/18;CR;Graco;Maíz;6854.3200;217.6800;
31/08/18;CR;Graco;Maíz;;;
30/09/18;CR;Graco;Maíz;8500.0000;202.0100;
31/10/18;CR;Graco;Maíz;4170.0000;199.6100;
30/11/18;CR;Graco;Maíz;7647.0000;204.3500;
31/12/18;CR;Graco;Maíz;5683.6500;206.8392;
31/01/18;CR;Pipasa;Maíz;9350.0000;190.0000;
28/02/18;CR;Pipasa;Maíz;10115.0000;190.0000;
31/03/18;CR;Pipasa;Maíz;14599.0000;197.0000;
30/04/18;CR;Pipasa;Maíz;;;
31/05/18;CR;Pipasa;Maíz;8730.0000;200.0000;
30/06/18;CR;Pipasa;Maíz;;;
31/07/18;CR;Pipasa;Maíz;6028.8210;190.0000;
31/08/18;CR;Pipasa;Maíz;;;
30/09/18;CR;Pipasa;Maíz;6600.0000;196.5300;
31/10/18;CR;Pipasa;Maíz;6728.0000;193.0000;
30/11/18;CR;Pipasa;Maíz;9349.9900;200.0000;
31/12/18;CR;Pipasa;Maíz;7129.1990;200.0000;
31/01/18;CR;Surco;Maíz;35580.2500;180.9400;
28/02/18;CR;Surco;Maíz;18204.3050;187.0300;
31/03/18;CR;Surco;Maíz;19408.0000;189.3800;
