Fecha;País;Competidor;Descriptor;TM;Precio CIF ($/TM);PPTO Precio CIF ($/TM)
30/04/18;CR;Surco;Maíz;33683.0000;190.9200;
31/05/18;CR;Surco;Maíz;;;
30/06/18;CR;Surco;Maíz;15900.0000;197.0500;
31/07/18;CR;Surco;Maíz;16753.1100;192.0500;
31/08/18;CR;Surco;Maíz;19617.5130;193.5200;
30/09/18;CR;Surco;Maíz;22587.0000;194.9800;
31/10/18;CR;Surco;Maíz;18860.0000;195.7700;
30/11/18;CR;Surco;Maíz;15787.1300;191.6200;
31/12/18;CR;Surco;Maíz;18471.4620;193.8300;
31/01/18;CR;Ternerina;Maíz;;;
28/02/18;CR;Ternerina;Maíz;;;
31/03/18;CR;Ternerina;Maíz;1815.0000;201.8400;
30/04/18;CR;Ternerina;Maíz;3725.0000;196.8700;
31/05/18;CR;Ternerina;Maíz;;;
30/06/18;CR;Ternerina;Maíz;1253.7000;205.6200;
31/07/18;CR;Ternerina;Maíz;762.0600;205.6200;
31/08/18;CR;Ternerina;Maíz;2402.0000;190.9500;
30/09/18;CR;Ternerina;Maíz;2525.0000;203.7200;
31/10/18;CR;Ternerina;Maíz;1955.0000;203.1400;
30/11/18;CR;Ternerina;Maíz;1397.0900;197.8100;
31/12/18;CR;Ternerina;Maíz;1819.1600;199.6800;
31/01/18;CR;IPCR;Soya;1190.0000;391.8330;
28/02/18;CR;IPCR;Soya;1506.6000;373.9500;
31/03/18;CR;IPCR;Soya;1467.2000;380.5000;
30/04/18;CR;IPCR;Soya;1707.0000;400.6200;
31/05/18;CR;IPCR;Soya;1063.0000;416.5300;
30/06/18;CR;IPCR;Soya;2700.0000;436.2800;
31/07/18;CR;IPCR;Soya;880.0000;430.2900;
31/08/18;CR;IPCR;Soya;1270.5800;426.1500;
30/09/18;CR;IPCR;Soya;4105.9800;423.8534;
31/10/18;CR;IPCR;Soya;3289.0000;423.1633;
30/11/18;CR;IPCR;Soya;1131.0000;420.3017;
31/12/18;CR;IPCR;Soya;;;
31/01/18;CR;ADM CR;Soya;;;
28/02/18;CR;ADM CR;Soya;6599.6550;378.8900;
31/03/18;CR;ADM CR;Soya;;;
30/04/18;CR;ADM CR;Soya;5469.0000;458.6100;
31/05/18;CR;ADM CR;Soya;;;
30/06/18;CR;ADM CR;Soya;;;
31/07/18;CR;ADM CR;Soya;3300.0000;430.0000;
31/08/18;CR;ADM CR;Soya;4400.0000;422.6100;
30/09/18;CR;ADM CR;Soya;;;
31/10/18;CR;ADM CR;Soya;4839.0000;422.1700;
30/11/18;CR;ADM CR;Soya;;;
31/12/18;CR;ADM CR;Soya;;;
31/01/18;CR;Biomar;Soya;;;
28/02/18;CR;Biomar;Soya;;;
31/03/18;CR;Biomar;Soya;;;
30/04/18;CR;Biomar;Soya;;;
31/05/18;CR;Biomar;Soya;;;
30/06/18;CR;Biomar;Soya;;;
31/07/18;CR;Biomar;Soya;25156.6200;370.0000;
31/08/18;CR;Biomar;Soya;;;
30/09/18;CR;Biomar;Soya;;;
31/10/18;CR;Biomar;Soya;;;
30/11/18;CR;Biomar;Soya;;;
31/12/18;CR;Biomar;Soya;;;
31/01/18;CR;Graco;Soya;4703.5300;369.7500;
28/02/18;CR;Graco;Soya;;;
31/03/18;CR;Graco;Soya;4799.6600;407.2500;
30/04/18;CR;Graco;Soya;4602.0000;405.7400;
31/05/18;CR;Graco;Soya;4471.0000;414.4000;
30/06/18;CR;Graco;Soya;;;
31/07/18;CR;Graco;Soya;1919.0000;443.6100;
31/08/18;CR;Graco;Soya;;;
30/09/18;CR;Graco;Soya;2983.9000;428.3700;
31/10/18;CR;Graco;Soya;2594.0000;429.6400;
30/11/18;CR;Graco;Soya;2669.0000;407.5200;
31/12/18;CR;Graco;Soya;;;
31/01/18;CR;Grupo RZ;Soya;;;
28/02/18;CR;Grupo RZ;Soya;;;
31/03/18;CR;Grupo RZ;Soya;;;
30/04/18;CR;Grupo RZ;Soya;;;
31/05/18;CR;Grupo RZ;Soya;;;
30/06/18;CR;Grupo RZ;Soya;;;
31/07/18;CR;Grupo RZ;Soya;;;
31/08/18;CR;Grupo RZ;Soya;;;
30/09/18;CR;Grupo RZ;Soya;;;
31/10/18;CR;Grupo RZ;Soya;;;
30/11/18;CR;Grupo RZ;Soya;;;
31/12/18;CR;Grupo RZ;Soya;;;
31/01/18;CR;Pipasa;Soya;4178.9000;380.0000;
28/02/18;CR;Pipasa;Soya;3520.0000;380.0000;
31/03/18;CR;Pipasa;Soya;3425.0000;435.0000;
30/04/18;CR;Pipasa;Soya;;;
31/05/18;CR;Pipasa;Soya;;;
30/06/18;CR;Pipasa;Soya;;;
31/07/18;CR;Pipasa;Soya;;;
31/08/18;CR;Pipasa;Soya;;;
30/09/18;CR;Pipasa;Soya;;;
31/10/18;CR;Pipasa;Soya;;;
30/11/18;CR;Pipasa;Soya;;;
31/12/18;CR;Pipasa;Soya;;;
31/01/19;CR;IPCR;Maíz;5286.0000;200.4300;
28/02/19;CR;IPCR;Maíz;6186.0000;204.6910;
31/03/19;CR;IPCR;Maíz;5294.0000;203.2683;
30/04/19;CR;IPCR;Maíz;4070.0000;202.2533;
31/05/19;CR;IPCR;Maíz;5467.0000;202.7663;
30/06/19;CR;IPCR;Maíz;8787.0000;197.5697;
31/07/19;CR;IPCR;Maíz;2311.0000;209.3677;
31/08/19;CR;IPCR;Maíz;4447.0000;209.7028;
30/09/19;CR;IPCR;Maíz;13016.0000;207.5620;
31/10/19;CR;IPCR;Maíz;5122.0000;206.6162;
30/11/19;CR;IPCR;Maíz;6297.0000;203.2699;
31/12/19;CR;IPCR;Maíz;7640.0000;205.2838;
31/01/20;CR;IPCR;Maíz;9620.0000;206.8213;210.3200
28/02/20;CR;IPCR;Maíz;5871.0000;211.3895;217.1800
31/03/20;CR;IPCR;Maíz;7712.3700;209.7277;218.2712
30/04/20;CR;IPCR;Maíz;9086.0400;198.8502;214.8600
31/05/20;CR;IPCR;Maíz;6552.0000;193.9379;217.0200
30/06/20;CR;IPCR;Maíz;1413.0000;178.4700;215.2500
31/07/20;CR;IPCR;Maíz;9572.0000;181.9217;209.3672
31/08/20;CR;IPCR;Maíz;2919.0000;172.8600;205.1853
30/09/20;CR;IPCR;Maíz;;192.1640;198.4195
31/10/20;CR;IPCR;Maíz;;200.7567;203.0892
30/11/20;CR;IPCR;Maíz;;205.2710;202.8190
31/12/20;CR;IPCR;Maíz;;206.1091;204.1950
31/01/19;CR;Dos Pinos;Maíz;;;
28/02/19;CR;Dos Pinos;Maíz;8636.6800;194.4900;
31/03/19;CR;Dos Pinos;Maíz;9017.7100;195.2900;
30/04/19;CR;Dos Pinos;Maíz;9500.2820;193.1500;
31/05/19;CR;Dos Pinos;Maíz;11321.5500;196.9000;
30/06/19;CR;Dos Pinos;Maíz;;;
31/07/19;CR;Dos Pinos;Maíz;;;
31/08/19;CR;Dos Pinos;Maíz;;;
30/09/19;CR;Dos Pinos;Maíz;12854.5500;200.0000;
31/10/19;CR;Dos Pinos;Maíz;24596.6400;210.0000;
30/11/19;CR;Dos Pinos;Maíz;;;
31/12/19;CR;Dos Pinos;Maíz;;;
31/01/20;CR;Dos Pinos;Maíz;;;
28/02/20;CR;Dos Pinos;Maíz;;;
31/03/20;CR;Dos Pinos;Maíz;10248.5800;210.0000;
30/04/20;CR;Dos Pinos;Maíz;23034.3900;204.6161;
31/05/20;CR;Dos Pinos;Maíz;10262.4300;197.8300;
30/06/20;CR;Dos Pinos;Maíz;;;
31/07/20;CR;Dos Pinos;Maíz;;;
31/08/20;CR;Dos Pinos;Maíz;12715.5800;180.0000;
30/09/20;CR;Dos Pinos;Maíz;;;
31/10/20;CR;Dos Pinos;Maíz;;;
30/11/20;CR;Dos Pinos;Maíz;;;
31/12/20;CR;Dos Pinos;Maíz;;;
31/01/19;CR;Graco;Maíz;4921.0000;209.0605;
28/02/19;CR;Graco;Maíz;5932.0000;211.9346;
31/03/19;CR;Graco;Maíz;10126.0000;204.0900;
30/04/19;CR;Graco;Maíz;;;
31/05/19;CR;Graco;Maíz;5000.0000;206.5550;
30/06/19;CR;Graco;Maíz;7082.0000;203.4187;
31/07/19;CR;Graco;Maíz;;;
31/08/19;CR;Graco;Maíz;6730.0000;209.9057;
30/09/19;CR;Graco;Maíz;;;
31/10/19;CR;Graco;Maíz;11981.0000;211.4403;
30/11/19;CR;Graco;Maíz;;;
31/12/19;CR;Graco;Maíz;5879.0000;209.9547;
31/01/20;CR;Graco;Maíz;6848.0000;213.0946;
28/02/20;CR;Graco;Maíz;;;
31/03/20;CR;Graco;Maíz;8366.2500;211.3000;
30/04/20;CR;Graco;Maíz;5770.0000;213.1549;
31/05/20;CR;Graco;Maíz;6822.9000;203.3200;
30/06/20;CR;Graco;Maíz;3175.0000;194.4600;
31/07/20;CR;Graco;Maíz;;;
31/08/20;CR;Graco;Maíz;4367.0000;181.2408;
30/09/20;CR;Graco;Maíz;;;
31/10/20;CR;Graco;Maíz;;;
30/11/20;CR;Graco;Maíz;;;
31/12/20;CR;Graco;Maíz;;;
31/01/19;CR;Pipasa;Maíz;7400.0000;200.0000;
28/02/19;CR;Pipasa;Maíz;8280.0000;202.5121;
31/03/19;CR;Pipasa;Maíz;4371.8470;200.0000;
30/04/19;CR;Pipasa;Maíz;8100.0000;171.1100;
31/05/19;CR;Pipasa;Maíz;8694.0000;200.0000;
30/06/19;CR;Pipasa;Maíz;10288.3200;200.0000;
31/07/19;CR;Pipasa;Maíz;;;
31/08/19;CR;Pipasa;Maíz;11327.4700;197.6050;
30/09/19;CR;Pipasa;Maíz;;;
31/10/19;CR;Pipasa;Maíz;;;
30/11/19;CR;Pipasa;Maíz;9900.0000;199.0000;
31/12/19;CR;Pipasa;Maíz;6509.0000;203.6300;
31/01/20;CR;Pipasa;Maíz;7300.0000;210.0000;
28/02/20;CR;Pipasa;Maíz;;;
31/03/20;CR;Pipasa;Maíz;7020.0000;210.0000;
30/04/20;CR;Pipasa;Maíz;7115.1100;210.0000;
31/05/20;CR;Pipasa;Maíz;7700.0000;197.6500;
30/06/20;CR;Pipasa;Maíz;7780.0000;187.2863;
31/07/20;CR;Pipasa;Maíz;8370.0000;180.0000;
31/08/20;CR;Pipasa;Maíz;9880.0000;170.0000;
30/09/20;CR;Pipasa;Maíz;;;
31/10/20;CR;Pipasa;Maíz;;;
30/11/20;CR;Pipasa;Maíz;;;
31/12/20;CR;Pipasa;Maíz;;;
31/01/19;CR;Surco;Maíz;;;
28/02/19;CR;Surco;Maíz;20379.2440;199.2900;
31/03/19;CR;Surco;Maíz;21208.5250;198.1366;
30/04/19;CR;Surco;Maíz;20956.5040;198.1000;
31/05/19;CR;Surco;Maíz;18639.1390;196.5600;
30/06/19;CR;Surco;Maíz;;;
31/07/19;CR;Surco;Maíz;;;
31/08/19;CR;Surco;Maíz;513.0000;232.4700;
30/09/19;CR;Surco;Maíz;26289.8300;210.0000;
31/10/19;CR;Surco;Maíz;37795.3000;200.0000;
30/11/19;CR;Surco;Maíz;;;
31/12/19;CR;Surco;Maíz;;;
31/01/20;CR;Surco;Maíz;15087.9900;205.0000;
28/02/20;CR;Surco;Maíz;;;
31/03/20;CR;Surco;Maíz;17908.4100;200.0000;
30/04/20;CR;Surco;Maíz;38387.2700;200.0000;
31/05/20;CR;Surco;Maíz;19178.5100;191.6700;
30/06/20;CR;Surco;Maíz;;;
31/07/20;CR;Surco;Maíz;;;
31/08/20;CR;Surco;Maíz;16130.2700;180.0000;
30/09/20;CR;Surco;Maíz;;;
31/10/20;CR;Surco;Maíz;;;
30/11/20;CR;Surco;Maíz;;;
31/12/20;CR;Surco;Maíz;;;
31/01/19;CR;Ternerina;Maíz;;;
28/02/19;CR;Ternerina;Maíz;1524.1200;203.0600;
31/03/19;CR;Ternerina;Maíz;1524.1200;195.4500;
30/04/19;CR;Ternerina;Maíz;2654.4900;203.3100;
31/05/19;CR;Ternerina;Maíz;1518.7450;200.7500;
30/06/19;CR;Ternerina;Maíz;1000.0000;199.6300;
31/07/19;CR;Ternerina;Maíz;;;
31/08/19;CR;Ternerina;Maíz;;;
30/09/19;CR;Ternerina;Maíz;2494.5700;200.0000;
31/10/19;CR;Ternerina;Maíz;3084.8300;205.0000;
30/11/19;CR;Ternerina;Maíz;;;
31/12/19;CR;Ternerina;Maíz;;;
31/01/20;CR;Ternerina;Maíz;;;
28/02/20;CR;Ternerina;Maíz;1143.0900;211.7600;
31/03/20;CR;Ternerina;Maíz;1556.7400;208.0600;
30/04/20;CR;Ternerina;Maíz;3659.3200;203.3296;
31/05/20;CR;Ternerina;Maíz;1524.1200;189.4000;
30/06/20;CR;Ternerina;Maíz;;;
31/07/20;CR;Ternerina;Maíz;;;
31/08/20;CR;Ternerina;Maíz;1143.0900;185.0700;
30/09/20;CR;Ternerina;Maíz;;;
31/10/20;CR;Ternerina;Maíz;;;
30/11/20;CR;Ternerina;Maíz;;;
31/12/20;CR;Ternerina;Maíz;;;
31/01/20;CR;ADM CR;Maíz;0.0000;0.0000;
28/02/20;CR;ADM CR;Maíz;0.0000;0.0000;
31/03/20;CR;ADM CR;Maíz;5665.0200;206.6200;
30/04/20;CR;ADM CR;Maíz;5148.0100;210.0000;
31/05/20;CR;ADM CR;Maíz;18846.0600;190.8400;
30/06/20;CR;ADM CR;Maíz;12036.4920;183.7700;
31/07/20;CR;ADM CR;Maíz;;;
31/08/20;CR;ADM CR;Maíz;4977.4700;170.2400;
30/09/20;CR;ADM CR;Maíz;;;
31/10/20;CR;ADM CR;Maíz;;;
30/11/20;CR;ADM CR;Maíz;;;
31/12/20;CR;ADM CR;Maíz;;;
31/01/19;CR;IPCR;Soya;2020.0000;400.9073;
28/02/19;CR;IPCR;Soya;2503.0000;398.8088;
31/03/19;CR;IPCR;Soya;3253.0000;386.6000;
30/04/19;CR;IPCR;Soya;378.0000;400.3700;
31/05/19;CR;IPCR;Soya;2170.0000;380.4420;
30/06/19;CR;IPCR;Soya;2721.0000;409.1200;
31/07/19;CR;IPCR;Soya;1880.0000;382.3200;
31/08/19;CR;IPCR;Soya;997.0000;382.2600;
30/09/19;CR;IPCR;Soya;2117.2000;389.5345;
31/10/19;CR;IPCR;Soya;3376.0000;378.3815;
30/11/19;CR;IPCR;Soya;2404.0000;369.2483;
31/12/19;CR;IPCR;Soya;1936.4200;373.9485;
31/01/20;CR;IPCR;Soya;2983.7000;388.1902;372.5200
28/02/20;CR;IPCR;Soya;2405.0000;369.0948;379.9800
31/03/20;CR;IPCR;Soya;2934.2800;328.7827;382.9400
30/04/20;CR;IPCR;Soya;2722.1000;383.0250;388.5100
31/05/20;CR;IPCR;Soya;1089.0000;378.6300;404.5900
30/06/20;CR;IPCR;Soya;1623.0000;363.6029;415.9700
31/07/20;CR;IPCR;Soya;3077.0000;381.7220;416.8466
31/08/20;CR;IPCR;Soya;1280.0000;380.3006;412.6777
30/09/20;CR;IPCR;Soya;;379.1130;401.7983
31/10/20;CR;IPCR;Soya;;383.4280;387.4720
30/11/20;CR;IPCR;Soya;;399.4417;391.3595
31/12/20;CR;IPCR;Soya;;405.0229;391.0600
31/01/19;CR;ADM CR;Soya;;;
28/02/19;CR;ADM CR;Soya;;;
31/03/19;CR;ADM CR;Soya;2851.5650;376.2988;
30/04/19;CR;ADM CR;Soya;;;
31/05/19;CR;ADM CR;Soya;;;
30/06/19;CR;ADM CR;Soya;;;
31/07/19;CR;ADM CR;Soya;;;
31/08/19;CR;ADM CR;Soya;;;
30/09/19;CR;ADM CR;Soya;;;
31/10/19;CR;ADM CR;Soya;2942.3300;359.2200;
30/11/19;CR;ADM CR;Soya;;;
31/12/19;CR;ADM CR;Soya;4530.0000;356.4000;
31/01/20;CR;ADM CR;Soya;;;
28/02/20;CR;ADM CR;Soya;;;
31/03/20;CR;ADM CR;Soya;1667.8800;363.7400;
30/04/20;CR;ADM CR;Soya;1136.5200;380.0000;
31/05/20;CR;ADM CR;Soya;;;
30/06/20;CR;ADM CR;Soya;1203.9280;355.6000;
31/07/20;CR;ADM CR;Soya;;;
31/08/20;CR;ADM CR;Soya;1595.0000;352.4100;
30/09/20;CR;ADM CR;Soya;;;
31/10/20;CR;ADM CR;Soya;;;
30/11/20;CR;ADM CR;Soya;;;
31/12/20;CR;ADM CR;Soya;;;
31/01/19;CR;Biomar;Soya;;;
28/02/19;CR;Biomar;Soya;;;
31/03/19;CR;Biomar;Soya;;;
30/04/19;CR;Biomar;Soya;;;
31/05/19;CR;Biomar;Soya;;;
30/06/19;CR;Biomar;Soya;;;
31/07/19;CR;Biomar;Soya;;;
31/08/19;CR;Biomar;Soya;;;
30/09/19;CR;Biomar;Soya;;;
31/10/19;CR;Biomar;Soya;;;
30/11/19;CR;Biomar;Soya;;;
31/12/19;CR;Biomar;Soya;;;
31/01/20;CR;Biomar;Soya;;;
28/02/20;CR;Biomar;Soya;;;
31/03/20;CR;Biomar;Soya;;;
30/04/20;CR;Biomar;Soya;;;
31/05/20;CR;Biomar;Soya;;;
30/06/20;CR;Biomar;Soya;;;
31/07/20;CR;Biomar;Soya;;;
31/08/20;CR;Biomar;Soya;;;
30/09/20;CR;Biomar;Soya;;;
31/10/20;CR;Biomar;Soya;;;
30/11/20;CR;Biomar;Soya;;;
31/12/20;CR;Biomar;Soya;;;
31/01/19;CR;Graco;Soya;1986.6000;422.7628;
28/02/19;CR;Graco;Soya;2792.0000;405.1210;
31/03/19;CR;Graco;Soya;4414.4000;396.7778;
30/04/19;CR;Graco;Soya;;;
31/05/19;CR;Graco;Soya;2131.0000;393.0924;
30/06/19;CR;Graco;Soya;2330.5000;368.2694;
31/07/19;CR;Graco;Soya;;;
31/08/19;CR;Graco;Soya;;;
30/09/19;CR;Graco;Soya;;;
31/10/19;CR;Graco;Soya;2363.5700;367.7653;
30/11/19;CR;Graco;Soya;2016.5400;366.3200;
31/12/19;CR;Graco;Soya;;;
31/01/20;CR;Graco;Soya;2500.9250;391.5113;
28/02/20;CR;Graco;Soya;1990.2067;366.3200;
31/03/20;CR;Graco;Soya;2387.7000;378.4300;
30/04/20;CR;Graco;Soya;2501.8400;382.1957;
31/05/20;CR;Graco;Soya;1242.1500;374.1300;
30/06/20;CR;Graco;Soya;2212.3570;375.0468;
31/07/20;CR;Graco;Soya;;;
31/08/20;CR;Graco;Soya;1001.0000;367.0100;
30/09/20;CR;Graco;Soya;;;
31/10/20;CR;Graco;Soya;;;
30/11/20;CR;Graco;Soya;;;
31/12/20;CR;Graco;Soya;;;
31/01/19;CR;Grupo RZ;Soya;;;
28/02/19;CR;Grupo RZ;Soya;;;
31/03/19;CR;Grupo RZ;Soya;;;
30/04/19;CR;Grupo RZ;Soya;;;
31/05/19;CR;Grupo RZ;Soya;;;
30/06/19;CR;Grupo RZ;Soya;;;
31/07/19;CR;Grupo RZ;Soya;;;
31/08/19;CR;Grupo RZ;Soya;;;
30/09/19;CR;Grupo RZ;Soya;;;
31/10/19;CR;Grupo RZ;Soya;;;
30/11/19;CR;Grupo RZ;Soya;;;
31/12/19;CR;Grupo RZ;Soya;;;
31/01/20;CR;Grupo RZ;Soya;;;
28/02/20;CR;Grupo RZ;Soya;;;
31/03/20;CR;Grupo RZ;Soya;;;
30/04/20;CR;Grupo RZ;Soya;;;
31/05/20;CR;Grupo RZ;Soya;;;
30/06/20;CR;Grupo RZ;Soya;;;
31/07/20;CR;Grupo RZ;Soya;;;
31/08/20;CR;Grupo RZ;Soya;;;
30/09/20;CR;Grupo RZ;Soya;;;
31/10/20;CR;Grupo RZ;Soya;;;
30/11/20;CR;Grupo RZ;Soya;;;
31/12/20;CR;Grupo RZ;Soya;;;
31/01/19;CR;Pipasa;Soya;;;
28/02/19;CR;Pipasa;Soya;;;
31/03/19;CR;Pipasa;Soya;;;
30/04/19;CR;Pipasa;Soya;;;
31/05/19;CR;Pipasa;Soya;;;
30/06/19;CR;Pipasa;Soya;;;
31/07/19;CR;Pipasa;Soya;;;
31/08/19;CR;Pipasa;Soya;;;
30/09/19;CR;Pipasa;Soya;1.2500;389.0000;
31/10/19;CR;Pipasa;Soya;;;
30/11/19;CR;Pipasa;Soya;1.2500;;
31/12/19;CR;Pipasa;Soya;;;
31/01/20;CR;Pipasa;Soya;;;
28/02/20;CR;Pipasa;Soya;;;
31/03/20;CR;Pipasa;Soya;;;
30/04/20;CR;Pipasa;Soya;;;
31/05/20;CR;Pipasa;Soya;;;
30/06/20;CR;Pipasa;Soya;;;
31/07/20;CR;Pipasa;Soya;;;
31/08/20;CR;Pipasa;Soya;;;
30/09/20;CR;Pipasa;Soya;;;
31/10/20;CR;Pipasa;Soya;;;
30/11/20;CR;Pipasa;Soya;;;
31/12/20;CR;Pipasa;Soya;;;
31/01/17;ES;IPES;Soya;4700.0000;391.0800;
28/02/17;ES;IPES;Soya;4950.0000;371.7100;
31/03/17;ES;IPES;Soya;4350.0000;373.1100;
30/04/17;ES;IPES;Soya;6109.8300;380.1700;
31/05/17;ES;IPES;Soya;4000.0000;380.1700;
30/06/17;ES;IPES;Soya;6590.0000;382.8900;
31/07/17;ES;IPES;Soya;5560.0000;406.2700;
31/08/17;ES;IPES;Soya;4600.0000;405.3100;
30/09/17;ES;IPES;Soya;3659.8100;404.0300;
31/10/17;ES;IPES;Soya;2550.0000;393.6500;
30/11/17;ES;IPES;Soya;;384.5467;
31/12/17;ES;IPES;Soya;;386.9611;
31/01/17;ES;ADM ES;Soya;5387.9900;388.9619;
28/02/17;ES;ADM ES;Soya;6694.8900;406.7152;
30/04/17;ES;ADM ES;Soya;3189.6000;398.8200;
31/05/17;ES;ADM ES;Soya;6336.7900;377.1800;
30/06/17;ES;ADM ES;Soya;9082.5400;367.3200;
31/07/17;ES;ADM ES;Soya;13392.1000;364.3400;
31/08/17;ES;ADM ES;Soya;7224.9100;359.4100;
30/09/17;ES;ADM ES;Soya;3431.0300;373.7800;
31/10/17;ES;ADM ES;Soya;7203.4200;370.3600;
30/11/17;ES;ADM ES;Soya;;;
31/12/17;ES;ADM ES;Soya;;;
30/04/17;ES;Sello de Oro;Soya;1330.5000;403.7444;
31/05/17;ES;Sello de Oro;Soya;3170.7000;404.0800;
30/06/17;ES;Sello de Oro;Soya;1840.2000;404.3152;
31/07/17;ES;Sello de Oro;Soya;1401.3000;405.5300;
31/08/17;ES;Sello de Oro;Soya;4401.3000;391.4700;
30/09/17;ES;Sello de Oro;Soya;2800.0000;391.2100;
31/10/17;ES;Sello de Oro;Soya;;;
30/11/17;ES;Sello de Oro;Soya;;;
31/12/17;ES;Sello de Oro;Soya;;;
31/12/16;ES;SARAM;Soya;1264.8800;391.1836;
31/12/16;ES;Tecnutral;Soya;492.7600;387.1743;
28/02/17;ES;Tecnutral;Soya;1252.4600;389.8100;
31/03/17;ES;Tecnutral;Soya;278.2500;392.3471;
30/04/17;ES;Tecnutral;Soya;1099.5000;397.0300;
31/05/17;ES;Tecnutral;Soya;1087.7300;397.1300;
30/06/17;ES;Tecnutral;Soya;455.5900;383.2216;
31/07/17;ES;Tecnutral;Soya;429.5300;394.0600;
31/08/17;ES;Tecnutral;Soya;505.5900;387.4100;
30/09/17;ES;Tecnutral;Soya;679.9300;397.9691;
31/10/17;ES;Tecnutral;Soya;973.0500;393.1700;
30/11/17;ES;Tecnutral;Soya;;;
31/12/17;ES;Tecnutral;Soya;;;
31/12/16;ES;IPES;Maíz;11600.0000;198.5282;
31/01/17;ES;IPES;Maíz;10350.0000;193.0000;
28/02/17;ES;IPES;Maíz;8099.9900;192.1200;
31/03/17;ES;IPES;Maíz;11499.7700;184.3700;
30/04/17;ES;IPES;Maíz;12070.0000;189.2600;
31/05/17;ES;IPES;Maíz;6500.0000;190.7000;
30/06/17;ES;IPES;Maíz;12199.3400;185.2100;
31/07/17;ES;IPES;Maíz;7119.7100;186.9300;
31/08/17;ES;IPES;Maíz;10249.7200;191.8600;
30/09/17;ES;IPES;Maíz;9289.2500;193.8900;
31/10/17;ES;IPES;Maíz;10700.0000;192.0500;
30/11/17;ES;IPES;Maíz;;193.2544;
31/12/17;ES;IPES;Maíz;;194.8661;
31/05/17;ES;ADM ES;Maíz;1104.7500;185.7179;
30/06/17;ES;ADM ES;Maíz;5931.4500;188.1800;
31/07/17;ES;ADM ES;Maíz;4834.2000;182.4200;
31/08/17;ES;ADM ES;Maíz;;;
30/09/17;ES;ADM ES;Maíz;;;
31/10/17;ES;ADM ES;Maíz;3184.3200;178.8100;
30/11/17;ES;ADM ES;Maíz;;;
31/12/17;ES;ADM ES;Maíz;;;
31/12/16;ES;Sello de Oro;Maíz;2900.0000;200.5400;
28/02/17;ES;Sello de Oro;Maíz;10799.9800;203.0500;
31/03/17;ES;Sello de Oro;Maíz;2299.9500;193.5162;
30/04/17;ES;Sello de Oro;Maíz;4256.1600;193.6900;
31/05/17;ES;Sello de Oro;Maíz;4156.2100;193.3100;
30/06/17;ES;Sello de Oro;Maíz;2200.0000;192.7947;
31/07/17;ES;Sello de Oro;Maíz;2900.0000;231.5300;
31/08/17;ES;Sello de Oro;Maíz;8700.0000;193.1300;
30/09/17;ES;Sello de Oro;Maíz;2850.0000;218.9800;
31/10/17;ES;Sello de Oro;Maíz;5588.0000;189.8300;
30/11/17;ES;Sello de Oro;Maíz;;;
31/12/17;ES;Sello de Oro;Maíz;;;
31/03/17;ES;SARAM;Maíz;2236.1600;199.0318;
30/04/17;ES;SARAM;Maíz;1103.0000;198.3522;
31/05/17;ES;SARAM;Maíz;4570.4600;195.4000;
30/06/17;ES;SARAM;Maíz;1963.6800;197.1603;
31/07/17;ES;SARAM;Maíz;2095.4000;187.9000;
31/08/17;ES;SARAM;Maíz;1593.7600;186.0100;
30/09/17;ES;SARAM;Maíz;1261.7000;211.9100;
31/10/17;ES;SARAM;Maíz;5105.1300;184.9200;
30/11/17;ES;SARAM;Maíz;;;
31/12/17;ES;SARAM;Maíz;;;
31/01/17;ES;Tecnutral;Maíz;1466.5200;190.8200;
28/02/17;ES;Tecnutral;Maíz;2386.5200;208.4700;
31/03/17;ES;Tecnutral;Maíz;786.2000;208.4713;
30/04/17;ES;Tecnutral;Maíz;1860.7600;190.7500;
31/05/17;ES;Tecnutral;Maíz;1030.0000;192.0200;
30/06/17;ES;Tecnutral;Maíz;1312.0400;176.6000;
31/07/17;ES;Tecnutral;Maíz;881.2800;175.5700;
31/08/17;ES;Tecnutral;Maíz;3386.2900;189.7600;
30/09/17;ES;Tecnutral;Maíz;;;
31/10/17;ES;Tecnutral;Maíz;2434.0000;190.1400;
30/11/17;ES;Tecnutral;Maíz;;;
31/12/17;ES;Tecnutral;Maíz;;;
31/01/18;ES;IPES;Maíz;21702.9600;204.7242;
28/02/18;ES;IPES;Maíz;11099.9800;184.4378;
31/03/18;ES;IPES;Maíz;9224.8500;186.7639;
30/04/18;ES;IPES;Maíz;19168.2500;187.6675;
31/05/18;ES;IPES;Maíz;10699.6600;190.6700;
30/06/18;ES;IPES;Maíz;11298.3000;193.5300;
31/07/18;ES;IPES;Maíz;17051.0000;200.4500;
31/08/18;ES;IPES;Maíz;12100.0000;192.4800;
30/09/18;ES;IPES;Maíz;11653.5100;184.8498;
31/10/18;ES;IPES;Maíz;11392.8500;185.5177;
30/11/18;ES;IPES;Maíz;11000.0000;191.8888;
31/12/18;ES;IPES;Maíz;10600.0000;200.0000;
31/01/18;ES;ADM ES;Maíz;785.0000;175.7795;
28/02/18;ES;ADM ES;Maíz;;;
31/03/18;ES;ADM ES;Maíz;2298.9000;188.0584;
30/04/18;ES;ADM ES;Maíz;3896.6200;199.1300;
31/05/18;ES;ADM ES;Maíz;;;
30/06/18;ES;ADM ES;Maíz;2016.2000;214.3607;
31/07/18;ES;ADM ES;Maíz;14500.0800;194.7200;
