Date,Open,High,Low,Close,Adj Close,Volume,Symbol,actualizacion
2012-07-12,1.0191,1.02474,1.0191,1.0191,1.0191,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-07-13,1.0199,1.02015,1.0129,1.0198,1.0198,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-07-16,1.014,1.01716,1.0139,1.0139,1.0139,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-07-17,1.01506,1.0168,1.01288,1.0149,1.0149,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-07-18,1.0119,1.01475,1.0106,1.0118,1.0118,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-07-19,1.0098,1.01042,1.0065,1.0098,1.0098,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-07-20,1.00764,1.01291,1.0069,1.0076,1.0076,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-07-23,1.014,1.02027,1.014,1.0142,1.0142,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-07-24,1.018,1.02073,1.01569,1.018,1.018,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-07-25,1.02257,1.02283,1.0171,1.02243,1.02243,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-07-26,1.0157,1.0165799999999998,1.00625,1.0157,1.0157,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-07-27,1.00993,1.01049,1.0055,1.0097,1.0097,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-07-30,1.0042,1.0052299999999998,1.00203,1.0042,1.0042,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-07-31,1.00136,1.00414,1.0002,1.00135,1.00135,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-08-01,1.0033,1.00396,1.0001,1.0032,1.0032,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-08-02,1.0046,1.0065,1.00059,1.00472,1.00472,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-08-03,1.00731,1.00742,0.99799,1.00705,1.00705,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-08-06,1.0004,1.0018,0.9982,1.0005700000000002,1.0005700000000002,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-08-07,1.0006,1.00111,0.9964,1.0006,1.0006,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-08-08,0.9973,0.9986,0.9935,0.99744,0.99744,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-08-09,0.99485,0.99492,0.9912,0.995,0.995,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-08-10,0.9913,0.99678,0.9907,0.99128,0.99128,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-08-13,0.99157,0.99388,0.9905,0.99148,0.99148,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-08-14,0.9927,0.9938,0.9905,0.9926,0.9926,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-08-15,0.99197,0.99337,0.9889,0.99193,0.99193,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-08-16,0.9893,0.9899,0.9877,0.9893,0.9893,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-08-17,0.9864,0.9899,0.9861,0.9865,0.9865,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-08-20,0.9885,0.99006,0.9873,0.9884,0.9884,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-08-21,0.9885,0.9887,0.9841,0.9885,0.9885,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-08-22,0.9897,0.9946,0.9895,0.98964,0.98964,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-08-23,0.9905,0.99294,0.9883,0.9905,0.9905,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-08-24,0.9938,0.9945,0.9904,0.99396,0.99396,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-08-27,0.99226,0.99226,0.9889,0.99208,0.99208,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-08-28,0.9903,0.9916,0.9842,0.99031,0.99031,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-08-29,0.9879,0.9897,0.9861,0.9879,0.9879,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-08-30,0.9896,0.99295,0.9892,0.9895,0.9895,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-08-31,0.99286,0.99293,0.98525,0.9926,0.9926,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-09-03,0.9861,0.98771,0.985,0.986,0.986,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-09-04,0.9861,0.98729,0.9841,0.98611,0.98611,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-09-05,0.9867,0.99172,0.9856,0.9866,0.9866,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-09-06,0.99066,0.9913,0.98093,0.99046,0.99046,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-09-07,0.98291,0.983,0.97648,0.9828,0.9828,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-09-10,0.9782,0.97874,0.9753,0.9783,0.9783,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-09-11,0.9767,0.9773,0.9713,0.97689,0.97689,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-09-12,0.97336,0.9759,0.9711,0.9734,0.9734,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-09-13,0.97597,0.9772,0.9744,0.9761,0.9761,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-09-14,0.96843,0.9706,0.9632,0.96827,0.96827,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-09-17,0.9716,0.9736,0.9692,0.97159,0.97159,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-09-18,0.97449,0.9763,0.97308,0.9745,0.9745,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-09-19,0.9748,0.9762,0.9722,0.9747,0.9747,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-09-20,0.9749,0.9815,0.9748,0.975,0.975,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-09-21,0.9761,0.97626,0.9728,0.9761,0.9761,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-09-24,0.9776,0.9815,0.97749,0.9776,0.9776,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-09-25,0.9781,0.98073,0.9756,0.97796,0.97796,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-09-26,0.98096,0.98548,0.9799,0.9808,0.9808,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-09-27,0.98431,0.985,0.98165,0.9842,0.9842,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-09-28,0.98079,0.9849,0.978,0.9807,0.9807,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-10-01,0.9844,0.98531,0.97959,0.9842,0.9842,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-10-02,0.98124,0.9838,0.98086,0.9819,0.9819,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-10-03,0.9840000000000001,0.9883,0.98349,0.9841,0.9841,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-10-04,0.9866,0.9875,0.9811,0.98649,0.98649,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-10-05,0.98104,0.98106,0.97349,0.98033,0.98033,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-10-08,0.97737,0.9799,0.97499,0.97724,0.97724,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-10-09,0.9761,0.9806,0.97346,0.97553,0.97553,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-10-10,0.9793,0.97966,0.97649,0.97939,0.97939,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-10-11,0.98134,0.98325,0.97629,0.9819,0.9819,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-10-12,0.9783,0.9807,0.97626,0.97785,0.97785,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-10-15,0.98047,0.981,0.97655,0.98044,0.98044,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-10-16,0.9808,0.9876,0.9797,0.98089,0.98089,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-10-17,0.98579,0.98697,0.97925,0.9857,0.9857,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-10-18,0.97845,0.9825,0.97595,0.9782,0.9782,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-10-19,0.98472,0.99357,0.9840000000000001,0.9847,0.9847,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-10-22,0.9942,0.9962,0.9913,0.99421,0.99421,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-10-23,0.992,0.99748,0.99002,0.992,0.992,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-10-24,0.99259,0.99541,0.9888,0.9926,0.9926,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-10-25,0.99428,0.99478,0.9903,0.9941,0.9941,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-10-26,0.995,0.99899,0.9941,0.99489,0.99489,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-10-29,0.99799,1.00027,0.9979,0.9992,0.9992,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-10-30,1.0007,1.00185,0.99839,1.0007,1.0007,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-10-31,0.9995,1.0012,0.99596,0.99951,0.99951,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-11-01,0.9999,1.0011,0.996,1.0,1.0,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-11-02,0.9962,0.99833,0.9935,0.9963,0.9963,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-11-05,0.9956,0.99765,0.9938,0.9956,0.9956,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-11-06,0.99591,0.9967,0.9928,0.9957,0.9957,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-11-07,0.99208,0.99611,0.9874,0.9919,0.9919,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-11-08,0.99657,0.998,0.9945,0.9965,0.9965,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-11-09,1.0003,1.00306,0.9983,1.00019,1.00019,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-11-12,1.0,1.00034,0.9982,1.0,1.0,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-11-13,0.9998,1.00336,0.9989,0.99992,0.99992,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-11-14,1.00157,1.00302,0.9995,1.0017200000000002,1.0017200000000002,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-11-15,1.00378,1.00403,1.0001,1.00391,1.00391,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-11-16,1.0005,1.003,0.9994,1.0006700000000002,1.0006700000000002,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-11-19,1.00022,1.0015,0.9959,1.00024,1.00024,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-11-20,0.9969,0.99769,0.9952,0.9969,0.9969,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-11-21,0.99666,0.99901,0.99577,0.99643,0.99643,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-11-22,0.9958,0.99775,0.9951,0.99573,0.99573,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-11-23,0.99771,0.99813,0.99262,0.99763,0.99763,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-11-26,0.9931,0.9952,0.9914,0.99361,0.99361,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-11-27,0.9927,0.99435,0.99055,0.99268,0.99268,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-11-28,0.9942,0.99605,0.9929,0.9942,0.9942,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-11-29,0.99198,0.9937,0.9909,0.9919,0.9919,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-11-30,0.9929,0.9949,0.992,0.993,0.993,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-12-03,0.9937,0.99452,0.9916,0.9936,0.9936,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-12-05,0.99325,0.99409,0.9907,0.99316,0.99316,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-12-06,0.99176,0.99258,0.9898,0.9918,0.9918,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-12-07,0.9913,0.99324,0.98768,0.99139,0.99139,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-12-10,0.9867,0.98862,0.9865,0.9869,0.9869,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-12-11,0.9864,0.98795,0.9857,0.9864,0.9864,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-12-12,0.98601,0.98642,0.9849,0.986,0.986,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-12-13,0.9846,0.98476,0.9822,0.9846,0.9846,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-12-14,0.9841,0.9862,0.9829,0.98423,0.98423,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-12-17,0.9856,0.98803,0.9833,0.98574,0.98574,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-12-18,0.9837,0.9852,0.9831,0.98371,0.98371,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-12-19,0.986,0.98814,0.9847,0.986,0.986,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-12-20,0.98872,0.98952,0.9875,0.9887,0.9887,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-12-21,0.9875,0.9941,0.9874,0.9875,0.9875,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-12-24,0.99357,0.99441,0.9913,0.9937,0.9937,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-12-25,0.9926,0.993,0.9908,0.9926,0.9926,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-12-26,0.99134,0.99391,0.9909,0.9912,0.9912,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-12-27,0.9937,0.99417,0.9906,0.99381,0.99381,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-12-28,0.9949,0.99672,0.9937,0.9947,0.9947,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2012-12-31,0.99436,0.9968,0.9931,0.9944,0.9944,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-01-01,0.9939,0.9947,0.992,0.992,0.992,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-01-02,0.9940000000000001,0.9940000000000001,0.9836,0.9939,0.9939,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-01-03,0.9856,0.9868,0.9843,0.9856,0.9856,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-01-04,0.98846,0.99221,0.98507,0.9884,0.9884,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-01-07,0.98604,0.98839,0.9853,0.98599,0.98599,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-01-08,0.98567,0.98816,0.98429,0.9856,0.9856,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-01-09,0.98657,0.9879,0.98539,0.9865,0.9865,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-01-10,0.98759,0.988,0.9847,0.98761,0.98761,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-01-11,0.9831,0.9842,0.9815,0.98323,0.98323,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-01-14,0.98441,0.9865,0.9828,0.9845,0.9845,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-01-15,0.9835,0.98659,0.983,0.98373,0.98373,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-01-16,0.9838,0.98759,0.98375,0.9839,0.9839,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-01-17,0.986,0.98838,0.9846,0.9861,0.9861,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-01-18,0.9858,0.99452,0.9853,0.9858,0.9858,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-01-21,0.99202,0.9936,0.9907,0.99199,0.99199,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-01-22,0.9927,0.99445,0.9908,0.9927,0.9927,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-01-23,0.99194,1.00023,0.9901,0.9918,0.9918,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-01-24,0.9997,1.0032,0.9989,0.9997,0.9997,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-01-25,1.0023,1.00981,1.0021,1.0023,1.0023,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-01-28,1.0079,1.00995,1.0073,1.0078,1.0078,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-01-29,1.006,1.00659,1.0038,1.0059,1.0059,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-01-30,1.0013299999999998,1.0049,1.001,1.0013,1.0013,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-01-31,1.0022,1.00338,0.99883,1.0022,1.0022,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-02-01,0.9967,1.00036,0.9965,0.9967,0.9967,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-02-04,0.9969,0.9989,0.9948,0.9968,0.9968,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-02-05,0.9976,0.99935,0.997,0.9977,0.9977,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-02-06,0.9953,0.99873,0.9952,0.99542,0.99542,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-02-07,0.9956,0.9978,0.9932,0.9955,0.9955,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-02-08,0.9979,1.00334,0.9969,0.9977,0.9977,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-02-11,1.0035,1.0082799999999998,1.00317,1.0036200000000002,1.0036200000000002,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-02-12,1.0053,1.00861,1.0024,1.00526,1.00526,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-02-13,1.0016,1.00411,1.0012,1.00157,1.00157,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-02-14,1.0014,1.0022799999999998,0.9999,1.00167,1.00167,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-02-15,1.0009,1.008,1.0,1.0009,1.0009,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-02-18,1.0074,1.0099,1.0056,1.0073,1.0073,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-02-19,1.0105,1.01355,1.0099,1.0105,1.0105,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-02-20,1.0117,1.01692,1.0105,1.0117,1.0117,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-02-21,1.0171,1.02003,1.0163,1.0169,1.0169,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-02-22,1.0175,1.0254,1.0156,1.0175,1.0175,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-02-25,1.02226,1.02663,1.0219,1.0221,1.0221,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-02-26,1.0256,1.03019,1.0239,1.0256,1.0256,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-02-27,1.0255,1.02761,1.0249,1.0255,1.0255,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-02-28,1.0233,1.03041,1.0216,1.02345,1.02345,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-03-01,1.03063,1.03404,1.02783,1.0306,1.0306,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-03-04,1.0271,1.03089,1.0270000000000001,1.02707,1.02707,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-03-05,1.0266,1.02882,1.0254,1.02655,1.02655,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-03-06,1.0267,1.0333,1.0254,1.02665,1.02665,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-03-07,1.0322,1.03285,1.0282,1.0322,1.0322,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-03-08,1.0294,1.03142,1.02381,1.0294,1.0294,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-03-11,1.0283,1.0293,1.0262,1.0282,1.0282,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-03-12,1.0262,1.02824,1.02479,1.0264,1.0264,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-03-13,1.026,1.0291,1.0245,1.0259,1.0259,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-03-14,1.0278,1.02821,1.0253,1.02791,1.02791,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-03-15,1.0221,1.023,1.0182,1.0221,1.0221,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-03-18,1.02338,1.02482,1.0204,1.02313,1.02313,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-03-19,1.0224,1.02714,1.0214,1.0222,1.0222,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-03-20,1.0270000000000001,1.02746,1.0237,1.0268700000000002,1.0268700000000002,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-03-21,1.0255,1.02574,1.0201,1.0256,1.0256,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-03-22,1.0243,1.02634,1.0219200000000002,1.0243,1.0243,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-03-25,1.02221,1.02316,1.01868,1.0222,1.0222,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-03-26,1.0215,1.0215,1.0163,1.0215,1.0215,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-03-27,1.0167,1.01934,1.0149,1.0165,1.0165,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-03-28,1.0161,1.0173299999999998,1.0145,1.0161,1.0161,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-03-29,1.01585,1.01758,1.0155,1.0159,1.0159,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-04-01,1.01707,1.01825,1.0154,1.01705,1.01705,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-04-02,1.0165,1.01665,1.0121,1.01656,1.01656,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-04-03,1.01424,1.01534,1.0124,1.01424,1.01424,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-04-04,1.014,1.0164,1.01312,1.01415,1.01415,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-04-05,1.01297,1.02315,1.0125,1.01298,1.01298,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-04-08,1.0169,1.02116,1.01362,1.01692,1.01692,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-04-09,1.0166,1.01747,1.01332,1.0166,1.0166,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-04-10,1.0159,1.01673,1.0136,1.01603,1.01603,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-04-11,1.0148,1.01531,1.0082,1.01469,1.01469,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-04-12,1.01007,1.0144,1.0093,1.0101,1.0101,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-04-15,1.01471,1.0224,1.01328,1.01476,1.01476,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-04-16,1.0229,1.02552,1.0206,1.02303,1.02303,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-04-17,1.0217,1.0290000000000001,1.0215,1.0218,1.0218,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-04-18,1.02612,1.02755,1.0229,1.0261,1.0261,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-04-19,1.02569,1.02653,1.0228,1.02557,1.02557,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-04-22,1.0256,1.02846,1.0246,1.0256,1.0256,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-04-23,1.0255,1.0284,1.0249,1.0255,1.0255,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-04-24,1.0269,1.02772,1.025,1.02703,1.02703,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-04-25,1.0251,1.02547,1.0187,1.02526,1.02526,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-04-26,1.0202,1.0209,1.0157,1.02015,1.02015,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-04-29,1.01634,1.0167,1.0131,1.01637,1.01637,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-04-30,1.0118,1.01221,1.0057,1.0117,1.0117,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-05-01,1.0066,1.0098,1.0048,1.00671,1.00671,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-05-02,1.0072,1.00882,1.0059,1.0072,1.0072,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-05-03,1.0107,1.0131,1.0078,1.0107,1.0107,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-05-06,1.0082799999999998,1.00941,1.0067,1.00817,1.00817,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-05-07,1.0068,1.0081,1.0034,1.0067,1.0067,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-05-08,1.00527,1.00584,1.0017,1.005,1.005,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-05-09,1.0027,1.00415,1.0012,1.0027,1.0027,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-05-10,1.0070000000000001,1.0147,1.006,1.00696,1.00696,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-05-13,1.01207,1.01313,1.0082799999999998,1.0121,1.0121,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-05-14,1.0101,1.01667,1.0089,1.0102,1.0102,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-05-15,1.0182,1.02155,1.0170000000000001,1.0182,1.0182,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-05-16,1.01555,1.02068,1.0148,1.0155,1.0155,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-05-17,1.0185,1.03106,1.0183,1.0185,1.0185,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-05-20,1.0283,1.0295299999999998,1.0268,1.0281,1.0281,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-05-21,1.0243,1.0317,1.0241,1.0245,1.0245,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-05-22,1.02623,1.03383,1.02518,1.0263,1.0263,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-05-23,1.03745,1.03929,1.03088,1.03766,1.03766,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-05-24,1.03187,1.03549,1.0314,1.0318,1.0318,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-05-27,1.0318,1.03317,1.0312,1.03187,1.03187,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-05-28,1.03439,1.0387,1.03233,1.03445,1.03445,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-05-29,1.0406,1.04194,1.03502,1.0406,1.0406,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-05-30,1.0348700000000002,1.03863,1.02983,1.0347,1.0347,0.0,USDCAD=X,2020-10-18 20:38:42.780037
2013-05-31,1.03031,1.0379,1.0298,1.0302,1.0302,0.0,USDCAD=X,2020-10-18 20:38:42.780037
